
758	Teucrium
759	Teucrium montanum
760	Wiesen-Glockenblume
761	Betonienblättrige Rapunzel
762	Schwarzrandige Schafgarbe
763	Grossblättrige Schafgarbe
764	Aster
765	Berg-Distel
766	Kletten-Distel
767	Silberdistel
768	Kornblume
769	Stachlige Kratzdistel
770	Kohldistel
771	Acker-Kratzdistel
772	Gemswurz
773	Clusius Gemswurz
774	Grossköpfige Gemswurz
775	Berufkraut
776	Alpen-Berufkraut
777	Einjähriges Berufkraut
778	Wasserdost
779	Zwerg-Ruhrkraut
780	Einjährige Sonnenblume
781	Weisse Pestwurz
782	Gewöhnliche Pestwurz
783	Alpen-Kreuzkraut
784	Graues Kreuzkraut
785	Goldrute
786	Spätblühende Goldrute
787	Echte Goldrute
788	Wegwarte
789	Zottiges Habichtskraut
790	Löwenzahn
791	Schweizer Löwenzahn
792	Hasenlattich
793	Kohl-Gänsedistel
794	Thallose Lebermoose
795	Beblätterte Lebermoose
796	Echte Laubmoose
797	Torfmoose
798	Aronstabartige
799	Kleinblütige Segge
800	Selaginella helvetica
801	Marattiaceae
802	Ophioglossum vulgatum
803	Dryopteris carthusiana
804	Engelsüss
805	Rippenfarngewächse
806	Tüpfelfarngewächse
807	Adlerfarngewächse
808	Wald-Zwenke
809	Melica uniflora
810	Poeae
811	Diverseae
812	Aveneae
813	Triticeae
814	Agrostideae
815	Magnoliidae
816	Ranunculidae
817	Caryophyllidae
818	Hamamelididae
819	Rosidae
820	Stachelbeergewächse
821	Felsen-Johannisbeere
822	Dilleniidae
823	Lamiidae
824	Asteridae
825	Buddlejaceae
826	Dummy Antiweizen
827	Poaceae 2
828	Festuca
829	Lolium
830	Melica
831	Poa
832	Apera spica-venti
833	Briza media
834	Cynosurus cristatus
835	Dactylis glomerata
836	Sesleria caerulea
837	1: lockere Rispe, mehrblütige Ä
838	2: lockere Rispe, 1blütige Ä
839	3: keine lockere Rispe
840	Festuca arundinacea
841	Festuca pratensis
842	Festuca rubra
843	Festuca vallesiaca
844	Poa annua
845	Poa alpina
846	Poa bulbosa
847	Poa pratensis
848	Poa trivialis
849	Lolium multiflorum
850	Lolium perenne
851	Melica nutans
852	Melica ciliata
853	Brachypodium
854	Bromus
855	Molinia caerulea
856	Nardus stricta
857	Phragmites australis
858	Stipa pennata
859	Zea mays
860	Brachypodium sylvaticum
861	Brachypodium pinnatum
862	Bromus erectus
863	Bromus sterilis
864	Bromus tectorum
865	Bromus hordeaceus
866	Anthoxantum odoratum
867	Arrhenatherum elatius
868	Avena sativa
869	Deschampsia caespitosa
870	Helictrotrichon pubescens
871	Trisetum flavescens
872	Hordeum
873	Agropyron repens
874	Secale cereale
875	Triticum aestivum
876	Hordeum murinum
877	Hordeum vulgare
878	Agrostis stolonifera
879	Alopecurus pratensis
880	Phleum pratense
881	Calamagrostis varia
882	Milium effusum
883	Outgroup
884	Outgroup
885	Holcus lanatus
886	ohne Honigblätter
887	mit Honigblättern
7116	Wurmfarngewächse
7117	Athyrium filix-femina
7118	Geflecktes Knabenkraut
7119	Wald-Hainsimse
7125	Seidelbast
7127	dummy
7128	Buddleja davidii
7129	Plantago
7130	Buddleja davidii
7132	Gipfelmoos
